,index,title,description,img,cleand_title,location,Specialties,Delivery / Pick-up,Halal Status,Less Sweet,IG,Email,Website
215,285,LittleVanilla (Paya Lebar),"Cakes, Cupcakes, Brownies
Speculoos Cheesecake is all time fave! For only weekend delivery or self collect!
HalalDelivery/Self Pick-upEmail:
dearlittlevanilla@gmail.comIG: @littlevanillasg","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",LittleVanilla,Paya Lebar,"Cakes, Cupcakes, Brownies",Delivery / Self Pick-up,No,No,@littlevanillasg,dearlittlevanilla@gmail.com,
216,287,vNabakes (Sengkang),"Cakes, Cupcakes, Cookies & Biscuits, Festive Baked Goods (Chinese New Year), Brownies
Hello everyone, please support us ❤️ Self collection will be at 541122 Sengkang :]
Less SweetDelivery/Self Pick-upEmail:
vnabakes@gmail.comIG: @vnabakesFB:
vNabakes","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",vNabakes,Sengkang,"Cakes, Cupcakes, Cookies & Biscuits, Festive Baked Goods (Chinese New Year), Brownies",Delivery / Self Pick-up,No,Yes,@vnabakes,vnabakes@gmail.com,
217,288,zoetbake (Canberra/Yishun),"Cakes, Cookies & Biscuits, Pastries, Festive Baked Goods (Christmas), Brownies, Muffins (Chocolate, Vanilla, Banana, Citrus and Coffee)
I’m a home-baker who loves to share my bakes with those around me!Here are some of my specialities: fudgy cocoa-espresso brownies, chocolate-chunk cookies, mini basque-burnt cheesecake, lemon loaf (with homemade lemon curd) and apple crumble !!
You can contact me / order my bakes through dm on IG
@zoetbakeDelivery/Self pick-up daily from 3pm-8pm as I bake fresh daily!
Less SweetDelivery/Self Pick-upIG:
@zoetbake","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",zoetbake,Canberra/Yishun,"Cakes, Cookies & Biscuits, Pastries, Festive Baked Goods (Christmas), Brownies, Muffins (Chocolate, Vanilla, Banana, Citrus and Coffee)",Delivery / Self Pick-up,No,Yes,@zoetbake,,
218,290,youkneadcakes (Hougang),"Cakes, Cookies & Biscuits
Selling mainly mini pound cakes at very affordable pricing!Free delivery for certain locations. Do check out our IG page for more information :)
Delivery/Self Pick-upIG: @youkneadcakesFB: youkneadcakes","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",youkneadcakes,Hougang,"Cakes, Cookies & Biscuits",Delivery / Self Pick-up,No,No,@youkneadcakes,,
219,291,The Whiskers (Woodlands),"Cakes,
Cupcakes, Festive Baked Goods (Christmas), Brownies
Sharing love, goodness and art in each cake created.
Curated flavours using premium ingredients, specialising in:• Customised Petite Cake• Edible Floral Cake
Bespoke & uniquely designed, great as a surprise gift for someone!

Check out The Whiskers’ stories and more original creations on Instagram! 🙂
Orders/Enquiries: Message on IG, link below.

Less SweetDelivery/Self Pick-upWebsite: www.thewhiskers.sgEmail:
hello.thewhiskers@gmail.comIG:
@thewhiskers.sg","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",The Whiskers,Woodlands,"Cakes,",Delivery / Self Pick-up,No,Yes,@thewhiskers.sg,hello.thewhiskers@gmail.com,www.thewhiskers.sgEmail:
220,292,Nicse Bakery (Hillview),"Cakes, Cookies & Biscuits
Nicse Bakery is inspired by a sweet grandmother.Inheriting our grandmother’s way of showing love for all her children and grandchildren with her cooking, baking is our way of expressing love and care!We specialize in loaf cakes and cookies - drop us a DM on Instagram to find out more! (:
HalalLess SweetDelivery/Self Pick-upIG:
@nicse_bakeryCarousell: @nicse_bakery","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Nicse Bakery,Hillview,"Cakes, Cookies & Biscuits",Delivery / Self Pick-up,No,Yes,@nicse_bakery,,
221,293,X Bakes (Yishun),"Cakes, Cookies & Biscuits, Pies & Tarts, Pastries, Festive Baked Goods (Chinese New Year), Brownies, Donuts
As a self-taught baker and a dessert lover myself, I'm fiercely dedicated to making healthier bakes that delight the senses without much guilt.Orders can be sent via WhatsApp to 86120043.Delivery fee is a flat $5 and free delivery for orders above $50. Pickups preferably in the North area.
VeganLess SweetDelivery/Self Pick-upWhatsapp:
86120043IG: @x.bakes","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",X Bakes,Yishun,"Cakes, Cookies & Biscuits, Pies & Tarts, Pastries, Festive Baked Goods (Chinese New Year), Brownies, Donuts",Delivery / Self Pick-up,No,Yes,@x.bakes,,
222,294,Cravings Café SG (Katong),"Cakes,
Cookies & Biscuits
Specialising in Cheesecakes, Swiss rolls and cookies.Contact us mainly on Instagram and we reply as soon as we can.Delivery is free with orders $25 and above and is $5-10 depending on the distance.At the moment customers may place an order by direct messaging is onInstagram- Cravingscafe_sg or if you don’t have Instagram, Whatsapp or text +65 9116 5785
Less SweetDeliveryMobile:
+65 9116 5785IG: @Cravingscafe_sg","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Cravings Café SG,Katong,"Cakes,",Delivery,No,Yes,@Cravingscafe_sg,,
223,299,ZHbakes (Punggol Drive),"Traditional Desserts, Scones, Mini Pizzas, Croquettes, Floats
Place order 3 days in advance. Delivery on weekends only.
HalalDelivery/Self Pick-upIG: @ZHbakes","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",ZHbakes,Punggol Drive,"Traditional Desserts, Scones, Mini Pizzas, Croquettes, Floats",Delivery / Self Pick-up,No,No,@ZHbakes,,
224,300,LHJJ 刘海姐姐(Telok Blangah),"Cakes, Cookies & Biscuits, Bread, Pastries, Festive Baked Goods (Chinese New Year, Christmas)
Pre-orders to be made min 3 days in advance with a min order of $20. Delivery fee of $10 (islandwide) & non-negotiable Ad it’s paid to a 3rd party. All bakes are homemade with no preservatives & it’s non-halal as some bakes may contain alcohol. Drop me a message on IG/FB for more info, 🙏🏻.
Less sweet optionsDelivery/Self Pick-upIG: @my_liuhaijiejie","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",LHJJ 刘海姐姐,Telok Blangah,"Cakes, Cookies & Biscuits, Bread, Pastries, Festive Baked Goods (Chinese New Year, Christmas)",Delivery / Self Pick-up,Yes,Yes,@my_liuhaijiejie,,
225,301,gratus (Bukit Timah),"Cakes, Cupcakes, Pies & Tarts, Pastries, Festive Baked Goods (Chinese New Year), Brownies
gratus provides vegan and plant-based pastries and desserts, free from any animal products and derivatives. Debunking myths of vegan food, we aim to provide elegant patisseries to you and your tribe. Despite being a home bakery, we aim to provide high-quality products made with high-quality ingredients handcrafted with utmost attention.
You can place your order at tinyurl.com/ordergratus or contact us through our social media platforms. We do provide delivery and self-collection (Tan Kah Kee MRT) options.
VeganLess SweetDelivery/Self Pick-upEmail:
ordergratus@gmail.comIG: @gratus.sgFB: Gratus","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",gratus,Bukit Timah,"Cakes, Cupcakes, Pies & Tarts, Pastries, Festive Baked Goods (Chinese New Year), Brownies",Delivery / Self Pick-up,No,Yes,@gratus.sg,ordergratus@gmail.com,tinyurl.com/ordergratus
226,302,Bite Size Assembly (MacPherson/Orchard),"Cakes,
Cupcakes, Cookies & Biscuits, Pies & Tarts, Pastries, Festive Baked Goods (Chinese New Year, Christmas and more), Brownies
Signature: Hand made cookiesDelivery available, self pick up*base on rules and regulations.
Less sweet optionsDelivery/Self Pick-upEmail:
bitesizeassembly@gmail.comIG:
@bitesizeassembly","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Bite Size Assembly,MacPherson/Orchard,"Cakes,",Delivery / Self Pick-up,No,Yes,@bitesizeassembly,bitesizeassembly@gmail.com,
227,304,My Favourite Things (Bedok Reservoir),"Cakes, Cupcakes, Festive Baked Goods (Ramadan)
Customized cakes and bake sales
HalalDelivery/Self Pick-upIG: @myfavourite.things","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",My Favourite Things,Bedok Reservoir,"Cakes, Cupcakes, Festive Baked Goods (Ramadan)",Delivery / Self Pick-up,No,No,@myfavourite.things,,
228,306,Better Batter (Hillview),"Cakes, Chocolate Confections, Muffins, Brownies (Mochi)
Better Batter prides itself on bringing healthier alternatives to popular bakes to customers. Current products include carrot cake muffins, red bean mochi muffins and chocolate muffins. Order and enquiries can be sent in through DM. Both self pick-up and islandwide delivery are available for collection. There is an opening promo of free delivery for orders above $20
Less SweetDelivery/Self Pick-upIG:
@bettrbattr","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Better Batter,Hillview,"Cakes, Chocolate Confections, Muffins, Brownies (Mochi)",Delivery / Self Pick-up,No,Yes,@bettrbattr,,
229,307,Whites Bakery (Bedok Reservoir Rd),"Cakes, Cupcakes, Cookies & Biscuits, Chocolate Confections, Bread, Pastries, Festive Baked Goods (Christmas), Brownies, Macarons
Customised orders have to be in 5 days prior
HalalLess SweetDelivery/Self Pick-upEmail:
thewhitesbakery@gmail.comIG: @whitesbakeryCarousell: @whitesbakery","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Whites Bakery,Bedok Reservoir Rd,"Cakes, Cupcakes, Cookies & Biscuits, Chocolate Confections, Bread, Pastries, Festive Baked Goods (Christmas), Brownies, Macarons",Delivery / Self Pick-up,No,Yes,@whitesbakery,thewhitesbakery@gmail.com,
230,308,Ummi.bakez (Punggol),"Cakes, Cupcakes, Cookies & Biscuits, Pies & Tarts, Festive Baked Goods (Ramadan), Brownies
Doing cookies and cakes, may DM me via insta for order.
HalalDelivery/Self Pick-upIG: @Ummi.bakezFB:
Ummi.bakez","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Ummi.bakez,Punggol,"Cakes, Cupcakes, Cookies & Biscuits, Pies & Tarts, Festive Baked Goods (Ramadan), Brownies",Delivery / Self Pick-up,No,No,@Ummi.bakez,,
231,309,Buttahh.sg (Telok Kurau),"Cakes, Cupcakes, Cookies & Biscuits, Pies & Tarts, Pastries, Brownies
Self collection @ Telok Kurau, and delivery outside Katong/Siglap/Bedok at $6
HalalVeganLess SweetDelivery/Self Pick-upEmail:
buttahh.sg@gmail.comIG: @buttahh.sg","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Buttahh.sg,Telok Kurau,"Cakes, Cupcakes, Cookies & Biscuits, Pies & Tarts, Pastries, Brownies",Delivery / Self Pick-up,No,Yes,@buttahh.sg,buttahh.sg@gmail.com,
232,310,Soft Peaks (Kovan),"Cakes
We are a bakery currently specialising in classic mascarpone tiramisu! Delivery is available islandwide with fees applied according to location. Self-pick up is available at Kovan. Orders can be placed via DM or WhatsApp.
Delivery/Self Pick-upEmail:
softpeaksbakery@gmail.comIG: @softpeaks_bakeryFB: Soft Peaks","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Soft Peaks,Kovan,Cakes,Delivery / Self Pick-up,No,No,@softpeaks_bakery,softpeaksbakery@gmail.com,
233,311,Lee Eng‘s Bakery (Tan Kah Khee),"Cakes, Cupcakes, Cookies & Biscuits, Pies & Tarts, Bread, Festive Baked Goods (Chinese New Year,
Christmas and more), Brownies, Donuts
Less SweetDelivery/Self Pick-upEmail:
leeenggoh7@gmail.comIG: @lee.engs.bakeryFB:
Lee Eng’s Bakery","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Lee Eng‘s Bakery,Tan Kah Khee,"Cakes, Cupcakes, Cookies & Biscuits, Pies & Tarts, Bread, Festive Baked Goods (Chinese New Year,",Delivery / Self Pick-up,No,Yes,@lee.engs.bakery,leeenggoh7@gmail.com,
234,312,Treats (Seletar/Yio Chu Kang),"Cookies & Biscuits, Chocolate Confections, Festive Baked Goods (Christmas and more) Biscotti, Nuts
Freshly-baked treats, ranging from cookies to biscotti and nuts. Personalized message on cookies can be arranged. For promo code, menu, order form, please follow our Instagram and Fb. Self pick up from 807011 / Delivery via third party for now (price depending on location)
Less SweetDelivery/Self Pick-upEmail:
Treats.hello@gmail.comIG: @treatsconnectionFB:
Treatsconnection","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Treats,Seletar/Yio Chu Kang,"Cookies & Biscuits, Chocolate Confections, Festive Baked Goods (Christmas and more) Biscotti, Nuts",Delivery / Self Pick-up,No,Yes,@treatsconnection,Treats.hello@gmail.com,
235,316,Papercup (Henderson Road),"Cakes,
Cupcakes, Cookies & Biscuits, Festive Baked Goods (Christmas), Fondant Cake Toppers, Donuts
Bakes for your celebration! Find out more on our Instagram and Facebook Page! Or send a message on both of our platforms! Cheers! Papercup
Delivery/Self Pick-upIG:
@papercupcupcakesFB: Papercup","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Papercup,Henderson Road,"Cakes,",Delivery / Self Pick-up,No,No,@papercupcupcakes,,
236,317,Wunderfolks (Tampines/ Simei),"Cakes, Birthday Cakes, Pies & Tarts, Pastries
Wunderfolks specialises in cakes and tarts. Pick up options includes delivery or self collection at Tampines or Simei Mrt station. To place your order please drop us a email at wunderfolks@gmail.com or WhatsApp us at +65 96179235
Delivery/Self Pick-upEmail:
Wunderfolks@gmail.comWhatsapp:
96179235IG:
@wunderfolksCarousell: @Wunderfolks","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Wunderfolks,Tampines/ Simei,"Cakes, Birthday Cakes, Pies & Tarts, Pastries",Delivery / Self Pick-up,No,No,@wunderfolks,wunderfolks@gmail.com,
237,318,Rarabakes (Bedok),"Cakes, Birthday Cakes, Wedding Cakes, Cupcakes, Cookies & Biscuits, Festive Baked Goods (Chinese New Year, Christmas and more), Fondant Cake Toppers, Brownies
Specialises in customised cakes and cookies. All baked loves are made to order with reduced sugar and fresh ingredients. Follow my humble and growing collection on instagram/Facebook! 😊
Less SweetDelivery/Self Pick-upEmail:
Rarabakes@gmail.comIG:
@_Rarabakes_FB:
Rarabakes","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Rarabakes,Bedok,"Cakes, Birthday Cakes, Wedding Cakes, Cupcakes, Cookies & Biscuits, Festive Baked Goods (Chinese New Year, Christmas and more), Fondant Cake Toppers, Brownies",Delivery / Self Pick-up,No,Yes,@_Rarabakes_,Rarabakes@gmail.com,
238,320,KneedDough.sg (Bukit Panjang),"Cakes, Cookies & Biscuits, Festive Baked Goods (Ramadan,
Christmas and more)
Free time and a good recipe led to the creation of KneedDough.sg; a Muslim-owned, made-to-order home-based bakery. Currently, we specialise in Chocolate Sea Salt Sables and Lemon Chiffon Cake. Self-collect at 177 Lompang Road or opt for delivery ($8 - 12, depending on location). For more details and enquires, visit our Instagram page @kneeddough.sg or WhatsApp +65 91704519.
HalalDelivery/Self Pick-upWhatsapp: 91704519IG:
@kneeddough.sg","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",KneedDough.sg,Bukit Panjang,"Cakes, Cookies & Biscuits, Festive Baked Goods (Ramadan,",Delivery / Self Pick-up,No,No,@kneeddough.sg,,
